,Redshift_mid,pz
0,0.05,0.9928571428571429
1,0.15000000000000002,4.614285714285714
2,0.25,3.357142857142857
3,0.35000000000000003,1.9714285714285715
4,0.45,1.707142857142857
5,0.55,1.207142857142857
6,0.6500000000000001,4.964285714285714
7,0.75,25.5
8,0.8500000000000001,51.59285714285714
9,0.95,60.635714285714286
10,1.05,47.121428571428574
11,1.1500000000000001,41.85
12,1.25,37.34285714285714
13,1.35,31.035714285714285
14,1.4500000000000002,24.214285714285715
15,1.55,17.85
